initial_state,heuristic,final_state,cost,explored,time
020000071050009200063000009008050000010006002000007000040305000500600007001200800,sa,928364571154879263763521849378452196415936782296187435847315629529648317631297854,6,4000,2.8603496536441355
000000001030960000000005902006300000000000078014007060400000080200680009070010000,sa,549278631132964857687135942756326194928541378314897265461752783295683419873419526,4,4000,2.4183870385662516
100005020462000701000700090000070005090814000000900000020000003640008007500000000,sa,179685324462439781385721596831276945794814632256953178928167453643598217517342869,4,4000,2.438811945610624
000008097409700000050000002008016070000090003002800600060501000000040020000023010,sa,621458397489762154753139862548316279176294583392875641267581435835647928914923716,6,4000,2.1814112723655654
000000006301000792400000000005040000000053009020907000000002005600070280080000063,sa,257391846361485792498726531975648321146253879823917654739862415614579287582134963,4,4000,2.311570054728932
053000084000500090000100000800900050000012700000004609004230005500008007009000000,sa,653729184417583296298146573842965351976312748135874629784231965521698437369457812,2,4000,2.217472193308623
701000056060000003040070000025010000300706000000900400000850300010000075000000900,sa,731348256568129743249576198925413867384726519176985432697851324813294675452637981,4,4000,2.3158767252237453
007003006009000405300080000080020090000401000003600000000007002700002600010000350,sa,257163986869274435341589721684725193975431268123698574596317842738852619412946357,5,4000,2.2638437900833708
009000207080001000001006900060500040002004600100020000040090103000003400800000000,sa,569348217382971564471256938768539241952184673134627859645792183217863495893415726,4,4000,2.279650026355583
907020060000000000008090070050000043080000009000649000500001000003006008000005201,sa,917824563325167984468395172159782643684513729237649815542981736193276458876435291,6,4000,2.240992658660147
000520000090000000500090800006000040700000000000308261060000008804007090300050700,sa,438521679692784315571693824186972543723165987945348261267419358854237196319856742,4,4000,2.272869575884073
000060000130040008000002900700100600000207080080000005000503002910000700003006040,sa,879561234132749568465832917794185623356247189281693475647513392918428756523976841,5,4000,2.187609500097338
008000091000500070007060000020040030900038024000002000000000943004000008590003000,sa,648327591239514876157869342821645739975138624463972185786251943314796258592483617,2,4000,2.2422922153708527
200090500009000001000784090630000000500300000000002408900000670081007000000050000,sa,286193547479625381315784296638419725524378169197562438952831674681247953743956812,2,4000,2.2592233415318503
005079030600000040000000000000000480001700050070093100000010002300004500009005600,sa,185479236637152948942386715863521487291748653574693129456817392328964571719235684,4,4000,2.317878504780893
900250000030649000000003020000000800500070410691020000008100000040000070075000080,sa,917258638235649741864713925742531869583976412691824357328167594649582173175394286,7,4000,2.2185575276066913
000000980020805004001000020040030500008000062500016000083000000000000706002907000,sa,374162985926875314851493627146238579238749162597516438783654291419382756562917843,6,4000,2.2046410707920643
000020000000001400000630087900000004005000006017300800602700015000060030000108000,sa,536827291879451463241639587968215374325974196417386852682793415194562738753148629,6,4000,2.2646949019510316
020300900098600100003008060500000000000003897000402000800000002000007080017050300,sa,726341958498675123153928764539786241264513897781492536845139672932267485617854319,4,4000,2.1426059045385557
032904050000007980000000000000050400300000000400002800001800200050000090060300071,sa,632984157514637982879215364186753429325498716497162835941876243753521698268349571,2,4000,2.260451342623412
090100000005000000040005300200093005000008600030600100700000210020060009306000800,sa,893146527125739468647285391261493975974518632538627184719854213428361759356972846,6,4000,2.248814887835465
000400003005020700000800029003082000040060000000100008120906000090000600000004200,sa,279451863385629714416837529953482176841765932762193458124976385597238641638514297,2,4000,2.297005152893462
900000005800000020107089000000070001000200009003000000000065302001820700000040590,sa,936472185854613927127589463692574831415238679783196254349765312561829748278341596,5,4000,2.2867891438125696
000000096008650003200000001000060007000020800405800000703510040002370000000000009,sa,354781296918652473276493581829165347137924865465837921793518642642379158581246739,2,4000,2.2046952930624855
000007000080020400507960000000000000200000049170000006300040010009300000008005062,sa,932157698681423475547968231895634127263781549174592386356249713729316854418875962,4,4000,2.3253651781023734
008000906009005700040001000002300040706080230000072005020040000000000481007000000,sa,138724956629835714745961823592314647716589238384672195821346579963257481457198362,6,4000,2.1529388026122547
008000006020050104000002030000095000080701090600000070050400001000600020090000700,sa,548913276923657184761842539437295618285761493619384572852479361174638925396125748,5,4000,2.2851700312622256
000009000079052006010080003308000010000208450000000900100060005000000000042003000,sa,236419578879352146415687293328594617791268453654731982183962745967845321542173869,4,4000,2.281362916767023
006002801007105000020400000140000080000000003800030206008000005000040002500000630,sa,496372851387195264125486379143261587762859413859734296238617945679543182514928637,7,4000,2.236595765862887
030190080000040000000000103041006700090007002005030000008005910000000005000060047,sa,532197684617843259984652173341526798896417532275938461428375916769481325153269847,2,4000,2.2631184561053033
008030500000081700000400000204000010000905406006200000305070040081300050090000630,sa,148637592539281764762459381254768913873915426916243875325876149681394257497152638,2,4000,2.0665965036413354
900000001000083700160000020200068047000090000300007290000040300801600000050902000,sa,937426581542183769168759423295368147716294835384517296679841354821635972453972618,2,4000,2.101129423226155
360001200000000009107000008000000025009063000504000000000016000800000900650008300,sa,368941271425837569197625438736489125219563784584172693943716852872354916651298347,2,4000,2.240703769514454
000081000009500006000490000000008009007650080040000200073040090000010007025700030,sa,764281953289537416531496728652128379917653184348974265173845692896312547425769831,3,4000,2.1924268377127305
070081000000000190000740000001000089000608051000003400002970040903000008004000006,sa,975381264483562197126749835731254689249678351658193472812976543963425718574831926,5,4000,2.2393846572308007
490020000307004020060008903045070030006800010200001000009000000000000601000003004,sa,491326857357954126862718943145679238976832415283541769619485372534297681728163594,2,4000,2.1980566204947536
005000090000070400600108007030000000104000320002300918000000060000052000080009004,sa,875524193213976482649138657538291746194687325762345918427813569936452871581769234,5,4000,2.2431277716691227
090050610600900000080001000503000048006200700000030500000020085070609000000000000,sa,394852617621973854785461392513796248986245731247138569439527185876619423152384976,4,4000,2.275782467362177
030000005000000086000100400400090200300000600020054070100085300000006700600002004,sa,839647125741523986265189437417896253358271649926354871174985362592436718683712594,2,4000,2.2382526562245744
900000050410700600003000089004250006000000103006000020000005900560079000020000000,sa,982361754415798632673542189714253896259687143836914527347825961561479328928136475,4,4000,2.2636353454536504
800006304000000000040090001309060000000700006021800050002470000400008700000001040,sa,875216394916483527243597861369165478584792136721834259152479683439628715687351942,6,4000,2.207960629298327
000000049004500800020008500030084006056000000000010002970800060000002000800100400,sa,587923649694571823321648517739284156256796384418315792975837261163452978842169435,6,4000,2.195887285233141
000080200030010040500600000050009026000000000000400700800000002004003061001790000,sa,716384259832915647549672318457839126123567984698421735835146592974253861261798473,4,4000,2.516603570314288
000000005000801002050020060000400700540038200000000008900000400200010086086000090,sa,128764935693851472457923861832476759549138216761592348915687423274319586386245197,4,4000,2.244801995379561
000000620063008001007090080600400050400070302000500060008000010720003000000004005,sa,984715623563248971217396584679432158458671392132589467348957216725163849691824735,2,4000,2.1564494723995438
060000000000006380000307000000000200007004001800093407076001030020040000401000002,sa,263498175754216389198357426945167283637824591812593467576281934329745618481639752,5,4000,2.237903767025557
080020700000051030309008000000200000000000209405003008000400000207000040000009120,sa,581326784642751931379948562968215473713864259425793618156482397297135846834679125,5,4000,2.2386184343275204
002000004050000200100007000008010907900300060300000800040298000000500000800000390,sa,632159784457863219189427536528614937974382165316975842743298651291536478865741392,2,4000,2.2728891314570205
704906000000000600060205090600800002009070140080004050000030000000001060000509200,sa,714986325952347618863215794641853972539672146287194853126438597395721468478569231,4,4000,2.1860712765078176
000628000075004000030070000000000000001400860000010732010000080600090000008003021,sa,194628653875134279236975418357286194921437865486519732519742386623891547748653921,6,4000,2.3012047121819705
000000006000008040019000300000000081002000050400500600076203400200006030080070005,sa,824735916563918742719462358657394281912687453438521679176253498295846137384179265,6,4000,2.229282870473668
300740000000000300000280014070000500008920000090001030000000490410052070000300005,sa,321746958946513327785289614172634589638925741594871236853167492419452873267398165,4,4000,2.154203692625515
300062504000000006001000080010400090008000000906007050000205309080000100030049000,sa,397862514824513976561974283713458692258196437946327851479285369682731145135649728,2,4000,2.1857863873656527
760000020000700030300520008000100009000000051200040600013000000000400500029060000,sa,768631925952784136341529748174156289836972451295348673413295867687413592529867314,4,4000,2.311979388426124
900001400020060080800040073060218000000000010000000007004000009100904300200070000,sa,953781426427369581816542973562218394398457612741693857684135279175924368239876145,4,4000,2.2176970823974216
003980000040200005006500000090800010008004000000000030000001050004009320007000600,sa,253986741741243965986517283395872416178364592462195837839621754614759328527438619,4,4000,2.3792025592911727
030200060000000100000008000007040021008005000010000050004000000000030670600709803,sa,738215469296374185145698237567943821328165794419782356374856912982431675651729843,6,4000,2.3295851818535027
518000000000003000600100070200049000000700030700000064000604008091000050000020100,sa,518276349974853612632194875263149587485762931719538264357614928291387456846925173,6,4000,2.2752193557505507
600000900048060500009004000000006097102080000050400001000900800000108050000000003,sa,627835914348761532519294768834516297172389645956427381471953826263178459895642173,4,4000,3.040237369099856
090340002000000900000002000007000500001000003500800670030060080600430021000009050,sa,796341852253687941418592736367924518841756293529813674932165487675438921184279356,4,4000,2.2283406474139156
000000570051000006000908000000001390870000060906040000000000010000460000020307400,sa,984136572751254936263978841412681397875593264936742158347825619158469723629317485,6,4000,2.275206466850193
700006200000000001400092600000801070002000105000040009000030700009100003038070000,sa,753416298296783541481592637967851374842369125315247869524938716679125483138674952,2,4000,2.203002402668801
